ID	Length	Number	Class	Domain
DF0000596	1393	61	LTR/Gypsy	0
rnd-1_family-268	175	60	LTR/ERVK	0
rnd-1_family-264	85	60	LTR/ERVK	0
DR0187756	85	60	DNA/TcMar-Mariner	0
DF0001218	253	60	LINE/CR1	0
DF0001164	857	60	DNA	0
DF0000990	295	60	DNA/hAT-Tip100	0
DF0000310	1000	60	LINE/L1	0
rnd-6_family-648	228	59	Unknown	0
DR0187730	4418	59	LINE/L1	2
DF0000927	460	59	LTR/ERVL	0
DF0000914	2990	59	LTR/ERVL	0
DF0000707	4647	59	LTR/ERV1	0
DR0187973	6704	58	LTR/ERV1	0
DF0000825	734	58	DNA/TcMar-Tigger	2
DF0000620	796	58	LTR	0
DF0000106	272	58	DNA/hAT-Charlie	0
rnd-1_family-254	74	57	LINE/L1	0
DF0001141	1408	57	LINE/CR1	1
DF0000105	3519	57	DNA/hAT-Charlie	1
rnd-1_family-91	51	56	SINE/tRNA	0
DR0187950	143	56	LINE/L1	0
DF0000757	8207	56	LTR/ERV1	7
DF0000613	837	56	LTR/Gypsy	0
DF0000606	513	56	LTR/ERVL	0
rnd-1_family-330	178	55	Unknown	0
rnd-1_family-269	52	55	LINE/L1	0
rnd-6_family-1764	314	54	DNA/TcMar-Tigger	0
rnd-1_family-218	98	54	LTR/ERVK	0
DR0187785	480	54	DNA/hAT-Charlie	0
DF0000092	2916	54	DNA/hAT-Charlie	0
DR0187969	6628	53	LINE/L1	1
DR0187754	2303	53	LINE/L1	0
DF0001244	554	53	DNA/hAT-Charlie	0
DF0001101	398	53	DNA/hAT-Ac	0
DF0000824	819	53	DNA/TcMar-Tigger	1
DF0000237	1175	53	LINE/L1	0
rnd-1_family-219	297	52	LTR/ERVK	0
DR0187942	164	52	LINE/L2	0
DF0000960	133	52	DNA/hAT-Blackjack	0
DF0000087	512	52	DNA/hAT-Charlie	0
DF0000006	1062	52	RC/Helitron	0
rnd-6_family-503	805	51	DNA/hAT-Charlie	0
rnd-1_family-388	222	51	LTR/ERV1	0
rnd-1_family-35	95	51	SINE/tRNA	0
rnd-1_family-177	143	51	LTR/ERVK	0
DR0187907	621	51	LTR/ERVL	0
DF0000203	5685	51	LTR/ERVL	0
DF0001220	392	50	LTR/ERV1	0
DF0001158	659	50	DNA/PiggyBac	0
DF0001095	585	50	DNA	0
DF0000604	784	50	LTR/Gypsy	0
DR0188060	475	49	DNA/hAT-Charlie	0
DF0001295	300	49	DNA	0
DF0001290	1823	49	DNA/hAT-Tip100	1
DF0001262	923	49	DNA/hAT-Tip100	0
DF0001236	164	49	DNA/hAT-Tip100	0
DF0000725	469	49	LTR	0
DF0000094	1204	49	DNA/hAT-Charlie	1
rnd-6_family-162	364	48	LTR/ERVL-MaLR	0
DR0187986	1683	48	LINE/L1	0
DR0187800	354	48	LINE/L1	0
DR0187784	526	48	DNA/hAT-Charlie	0
DF0001243	760	48	DNA/hAT-Tip100	0
DF0001160	391	48	Unknown	0
DF0000980	922	48	LTR/Gypsy	0
DF0000875	386	48	DNA/hAT-Charlie	0
DF0000383	570	48	LTR	0
DF0000130	316	48	DNA/Crypton-A	0
rnd-1_family-364	61	47	LTR/ERVL	0
rnd-1_family-359	85	47	Unknown	0
DF0001179	231	47	DNA/hAT-Charlie	0
DF0000615	879	47	LTR/ERVL	0
DF0000594	1350	47	LTR/Gypsy	0
DF0000578	562	47	LTR/ERVL	0
rnd-1_family-253	305	46	LTR/ERVK	0
DR0187952	688	46	LTR/ERVL	0
DF0001113	645	46	LINE/CR1	0
DF0000068	358	46	SINE/tRNA-Deu	0
DF0001259	602	45	DNA/TcMar-Tigger	0
DF0001193	791	45	DNA/hAT-Charlie	0
DF0001155	501	45	Unknown	0
DF0001121	296	45	LINE/CR1	0
DF0000880	263	45	DNA/hAT-Charlie	0
DF0000121	357	45	DNA	0
DF0000083	242	45	DNA/hAT-Charlie	0
rnd-1_family-111	68	44	SINE/tRNA	0
DF0001279	148	44	DNA	0
DF0000822	735	44	DNA/TcMar-Tigger	1
DF0000567	740	44	LTR/ERV1	0
rnd-6_family-2453	203	43	LTR/ERVL-MaLR	0
DF0001238	352	43	DNA/TcMar-Tc1	0
DF0000619	976	43	LTR	0
DF0000614	862	43	LTR/Gypsy	0
rnd-1_family-92	57	42	SINE/tRNA	0
rnd-1_family-298	52	42	Unknown	0
rnd-1_family-132	93	42	LINE/L1	0
DF0001249	336	42	DNA/hAT-Charlie	0
DF0001239	181	42	DNA	0
DF0001119	267	42	LINE/CR1	0
DF0000141	270	42	DNA	0
rnd-6_family-1739	208	41	DNA/hAT	0
DR0187896	334	41	DNA/hAT-Charlie	0
DF0001103	795	41	Unknown	0
rnd-1_family-288	149	40	LTR/ERVK	0
rnd-1_family-210	283	40	RC/Helitron	0
DR0187728	2877	40	Unknown	2
DF0001228	744	40	LTR/ERVL	0
DF0001171	938	40	LTR/Gypsy	0
DF0000997	267	40	DNA/hAT-Tip100	0
DF0000693	803	40	LTR/Gypsy	0
DF0000546	533	40	LTR/ERVL	0
DF0000133	338	40	DNA/Crypton	0
rnd-1_family-358	111	39	Unknown	0
DR0187801	5901	39	LINE/L1	5
DF0001203	178	39	DNA/TcMar-Tigger	0
DF0001153	517	39	LTR	0
DF0000956	590	39	LTR/ERV1	0
DF0000605	823	39	LTR/Gypsy	0
DF0000242	2113	39	LINE/L1	0
DF0000983	981	38	LTR/Gypsy	0
DF0000633	84	38	scRNA	0
DF0000595	278	38	LTR/Gypsy	0
DF0000139	301	38	DNA	0
rnd-5_family-279	578	37	LTR/ERVL	0
DF0001264	1699	37	DNA/MULE-MuDR	0
DF0000731	513	37	DNA/Crypton	0
DF0000544	3556	37	LTR/ERVL	0
rnd-1_family-319	171	36	Unknown	0
DR0187854	1758	36	LINE/L1	0
DF0001732	2613	36	LINE/L2	1
DF0001242	487	36	DNA/TcMar-Tigger	0
DF0000978	340	36	DNA/hAT-Tip100	0
DF0000221	779	36	DNA/TcMar-Tc2	0
rnd-1_family-40	71	35	SINE/tRNA	0
rnd-1_family-314	179	35	Unknown	0
DR0188024	552	35	Unknown	0
DF0001307	189	35	DNA	0
DF0001286	269	35	DNA/hAT-Tip100	0
DF0001261	362	35	DNA/hAT-Charlie	0
DF0001110	437	35	Unknown	0
DF0000981	1068	35	LTR/Gypsy	0
DF0000722	176	35	DNA/Merlin	0
rnd-1_family-344	273	34	LTR/ERVL	0
rnd-1_family-138	75	34	LINE/L1	0
DR0187982	7164	34	LTR/ERV1	9
DF0001224	579	34	DNA/TcMar-Mariner	0
rnd-6_family-966	203	33	LTR/ERVL	0
rnd-6_family-733	626	33	DNA/TcMar-Tigger	0
rnd-6_family-355	307	33	DNA/TcMar-Tigger	0
rnd-6_family-1244	908	33	DNA/hAT-Charlie	0
rnd-1_family-351	57	33	LTR/ERVK	0
rnd-1_family-312	157	33	Unknown	0
DR0187937	5940	33	LINE/L1	2
DR0187890	1952	33	LINE/L1	0
DF0001292	571	33	DNA	0
DF0001161	314	33	LINE/L2	0
DF0001120	250	33	LINE/CR1	0
DF0001048	342	33	DNA/hAT-Tip100	0
DF0000973	756	33	DNA/TcMar-Tigger	0
DF0000135	302	33	DNA/Crypton	0
rnd-6_family-3171	493	32	LTR/ERVL	0
DR0187837	18477	32	LINE/L1	0
DF0001118	1072	32	LINE/CR1	0
DF0000379	475	32	LTR/ERV1	0
DR0188066	3940	31	Unknown	4
DR0188004	490	31	LTR/ERVL	0
DR0187877	7347	31	LTR/ERV1	10
DR0187740	131	31	DNA/CMC-EnSpm	0
DF0000966	1129	31	DNA/hAT-Tip100	0
DF0000159	324	31	RC/Helitron	0
rnd-6_family-3398	412	30	DNA/TcMar-Tigger	0
rnd-1_family-347	51	30	Unknown	0
DR0187744	4987	30	LINE/L1	3
DF0001227	392	30	Unknown	0
DF0001200	185	30	DNA/TcMar-Tigger	0
DF0001085	438	30	DNA/TcMar-Tigger	0
rnd-6_family-6361	372	29	Unknown	0
rnd-5_family-887	516	29	LTR/ERVL	0
rnd-1_family-348	302	29	LTR/ERVK	0
rnd-1_family-300	686	29	LTR/ERVK	0
rnd-1_family-103	64	29	SINE/tRNA	0
DR0187838	8689	29	LTR/ERV1	9
DF0001217	866	29	LTR/ERV1	0
DF0001196	640	29	DNA/TcMar-Tigger	0
DF0000694	813	29	LTR/Gypsy	0
DF0000381	600	29	LTR/ERVL	0
DF0000238	1765	29	LINE/L1	0
DF0000126	273	29	DNA	0
DF0000088	1166	29	DNA/hAT-Charlie	0
rnd-6_family-970	354	28	LTR/ERVL	0
rnd-1_family-57	54	28	LTR/ERVK	0
DR0187872	284	28	Unknown	0
DR0187768	499	28	LTR/ERVL	0
DF0001272	256	28	Unknown	0
DF0001225	320	28	DNA/TcMar-Tigger	0
DF0001159	169	28	DNA/hAT	0
DF0000982	894	28	LTR/Gypsy	0
DF0000610	621	28	LTR/ERVL	0
DF0000378	548	28	LTR/ERV1	0
DF0000080	342	28	DNA/hAT-Charlie	0
rnd-6_family-6188	473	27	LTR/ERV1	0
DR0188059	1107	27	DNA/hAT-Tip100	0
DF0000612	816	27	LTR/Gypsy	0
rnd-1_family-294	740	26	LTR/ERVK	0
DR0187994	990	26	DNA/TcMar-Tigger	0
DR0187932	251	26	LINE/RTE-X	0
DF0001428	2432	26	rRNA	0
DF0001250	372	26	LINE/L2	0
DF0000957	320	26	LTR/ERV1	0
DF0000580	608	26	LTR/ERVL	0
DF0000093	217	26	DNA/hAT-Charlie	0
rnd-6_family-7708	303	25	LTR/ERVK	0
rnd-5_family-1277	551	25	LINE/L1	0
rnd-1_family-243	336	25	LTR/ERVK	0
rnd-1_family-190	254	25	LINE/L1	0
rnd-1_family-174	154	25	Unknown	0
DF0001314	192	25	DNA/TcMar-Tigger	0
DF0000798	6758	25	LTR/ERV1	0
DF0000158	1116	25	RC/Helitron	0
DF0000113	407	25	DNA/TcMar-Tc1	0
rnd-5_family-303	334	24	LTR/ERVL	0
DF0001222	179	24	DNA/TcMar-Tigger	0
DF0001211	270	24	DNA/hAT-Ac	0
DF0001184	1289	24	LINE/L1-Tx1	1
DF0001108	478	24	DNA/Kolobok	0
DF0001105	568	24	Unknown	0
DF0001096	769	24	Unknown	0
DF0000989	123	24	DNA/hAT-Tip100	0
DF0000631	101	24	scRNA	0
DF0000597	1153	24	LTR/Gypsy	0
rnd-1_family-281	96	23	Unknown	0
rnd-1_family-276	60	23	LTR/ERVL	0
rnd-1_family-256	167	23	LTR/ERVK	0
DR0187851	1376	23	LTR/ERVL	0
DF0001234	593	23	LTR	0
DF0001201	183	23	LTR/Gypsy	0
DF0001142	236	23	LINE/CR1	0
DF0000954	412	23	LTR/ERV1	0
DF0000946	464	23	LTR/ERVL	0
rnd-6_family-662	1129	22	LINE/L1	0
rnd-6_family-242	383	22	LTR/ERV1	0
rnd-1_family-107	54	22	SINE/tRNA	0
DR0188035	4969	22	LTR/ERV1	0
DF0001333	682	22	LINE/L2	0
DF0001274	485	22	DNA	0
DF0001163	324	22	DNA/TcMar-Tigger	0
DF0001122	936	22	LINE/L1	0
DF0001094	378	22	Unknown	0
DF0000632	93	22	scRNA	0
DF0000423	675	22	LTR/ERVL	0
DF0000388	548	22	LTR/ERVL	0
DF0000241	2137	22	LINE/L1	1
DF0000131	192	22	DNA/Crypton-A	0
rnd-1_family-82	84	21	SINE/tRNA	0
DR0188033	444	21	LTR/ERVL	0
DR0188021	581	21	DNA/hAT-Tip100	0
DF0001300	614	21	LINE/CR1	0
DF0000993	219	21	DNA/hAT-Tip100	0
DF0000932	6189	21	LTR/ERVL	1
DF0000913	419	21	LTR/ERVL	0
DF0000424	572	21	LTR/ERVL	0
rnd-6_family-658	552	20	LINE/L1	0
rnd-6_family-428	563	20	LINE/L1	0
rnd-1_family-326	126	20	LTR/ERVK	0
rnd-1_family-142	73	20	LINE/L1	0
DR0187922	157	20	LINE/L1	0
DF0001336	813	20	LINE/CR1	0
DF0001258	1130	20	LTR	0
DF0001216	284	20	LINE/CR1	0
DF0001206	940	20	DNA/MULE-MuDR	0
DF0001139	154	20	DNA/hAT-Tip100	0
DF0000124	184	20	DNA	0
DF0000082	280	20	DNA/hAT-Charlie	0
rnd-6_family-2851	285	19	LINE/L1	0
rnd-5_family-497	503	19	LINE/L1	0
DR0188047	511	19	Unknown	0
DF0000728	178	19	DNA/TcMar-Pogo	0
DF0000389	419	19	LTR/ERV1	0
rnd-6_family-261	453	18	LINE/L1	0
rnd-5_family-229	414	18	LINE/L1	0
rnd-1_family-285	177	18	Unknown	0
DR0187996	8016	18	LTR/ERVK	13
DR0187985	123	18	DNA/hAT-Blackjack	0
DR0187904	4738	18	LTR/ERV1	0
DR0187820	3685	18	LINE/L1	0
DF0001187	780	18	Unknown	0
rnd-6_family-218	644	17	LINE/L1	0
rnd-1_family-44	64	17	SINE/tRNA	0
rnd-1_family-353	248	17	LTR/ERVL	0
rnd-1_family-337	208	17	Unknown	0
rnd-1_family-311	125	17	LTR/ERVK	0
DF0001273	371	17	Unknown	0
DF0000609	487	17	LTR/ERVL	0
DF0000608	493	17	LTR/ERVL	0
DF0000525	525	17	LTR/ERV1	0
DF0000146	508	17	DNA/hAT-Tip100	0
rnd-6_family-172	2198	16	DNA/TcMar-Tigger	0
DR0188081	438	16	DNA/TcMar-Tc2	0
DR0187791	527	16	LTR/ERVL	0
DF0001231	378	16	DNA/TcMar-Tc1	0
DF0000384	511	16	LTR/ERVL	0
DF0000084	2196	16	DNA/hAT-Charlie	0
rnd-6_family-46	200	15	LINE/L1	0
rnd-1_family-231	156	15	LTR/ERVK	0
rnd-1_family-203	90	15	LTR/ERVK	0
rnd-1_family-163	320	15	LTR/ERVK	0
DF0001248	154	15	DNA/TcMar	0
DF0001213	242	15	DNA/hAT	0
DF0001170	588	15	DNA/TcMar-Tc1	0
DF0000964	890	15	DNA/hAT-Tip100	0
DF0000229	2904	15	LINE/L1	3
DF0000132	248	15	DNA/Crypton	0
rnd-1_family-339	450	14	LTR/ERVK	0
rnd-1_family-287	431	14	LTR/ERVK	0
rnd-1_family-211	697	14	LTR/ERVK	0
DF0001247	758	14	Unknown	0
rnd-1_family-321	54	13	Unknown	0
DR0187892	1198	13	LTR/ERV1	0
DF0001326	4288	13	LINE/CR1	3
DF0001167	375	13	DNA/TcMar-Tc1	0
DF0001086	512	13	Unknown	0
DF0000855	7091	13	LTR/ERV1	8
DF0000630	119	13	scRNA	0
DF0000134	208	13	DNA/Crypton	0
rnd-6_family-2872	325	12	DNA/TcMar-Tigger	0
rnd-6_family-171	881	12	DNA/TcMar-Tigger	0
rnd-6_family-1547	572	12	LTR/ERVL	0
rnd-1_family-304	140	12	Unknown	0
rnd-1_family-238	80	12	LTR/ERVK	0
rnd-1_family-181	272	12	LTR/ERVK	0
DF0001311	257	12	DNA	0
DF0001151	426	12	Unknown	0
DF0001098	334	12	Unknown	0
DF0000140	240	12	DNA	0
rnd-1_family-368	214	11	LTR/ERVK	0
rnd-1_family-322	123	11	Unknown	0
rnd-1_family-286	153	11	LTR/ERVK	0
rnd-1_family-233	151	11	Unknown	0
DF0002200	312	11	Unknown	0
DF0001289	112	11	Unknown	0
DF0001280	361	11	LINE/L2	0
DF0001277	144	11	Unknown	0
DF0001173	157	11	Unknown	0
DF0001168	335	11	DNA/hAT-Tip100	0
DF0001150	162	11	LTR/Gypsy	0
DF0000967	1205	11	DNA/hAT-Tip100	0
DF0000386	519	11	LTR/ERVL	0
rnd-1_family-343	407	10	LTR/ERVL	0
rnd-1_family-222	59	10	LINE/L1	0
rnd-1_family-153	48	10	SINE/tRNA	0
DR0188071	2053	10	Unknown	2
DR0187873	212	10	Unknown	0
DR0187803	2114	10	Unknown	2
DF0001260	88	10	Unknown	0
DF0001254	504	10	DNA/hAT-Tip100	0
DF0001212	133	10	Unknown	0
DF0001205	442	10	Unknown	0
DF0001194	258	10	DNA/hAT-Tip100	0
DF0001178	122	10	DNA/hAT-hAT19	0
DF0001093	548	10	Unknown	0
rnd-6_family-2465	38	9	Unknown	0
rnd-1_family-49	53	9	SINE/tRNA	0
rnd-1_family-234	144	9	Unknown	0
DR0188097	88	9	LINE/L1	0
DF0001325	3605	9	LINE/CR1	2
DF0001301	271	9	Unknown	0
DF0001294	371	9	RC/Helitron	0
DF0001291	724	9	LINE/CR1	0
DF0001181	222	9	Unknown	0
DF0001100	272	9	Unknown	0
DF0000730	115	9	DNA/PIF-Harbinger	0
DF0000385	497	9	LTR/ERVL	0
rnd-6_family-670	139	8	DNA/hAT-Charlie	0
rnd-1_family-54	53	8	SINE/tRNA	0
rnd-1_family-47	53	8	SINE/tRNA	0
rnd-1_family-379	213	8	LTR/ERVK	0
rnd-1_family-143	192	8	LTR/ERVK	0
DR0187929	520	8	LTR/ERV1	0
DF0001246	138	8	Unknown	0
DF0001188	142	8	DNA/hAT-Blackjack	0
DF0001157	128	8	DNA	0
DF0001090	346	8	DNA/hAT-Ac	0
DF0001031	554	8	LTR/ERVL	0
DF0000136	292	8	DNA/Crypton	0
DF0000129	416	8	Unknown	0
rnd-1_family-365	231	7	LINE/L1	0
rnd-1_family-139	80	7	LINE/L1	0
DR0187967	13918	7	Unknown	0
DR0187958	555	7	LTR/ERV1	0
DR0187852	5356	7	LTR/ERV1	1
DF0001288	174	7	DNA/Crypton	0
DF0001267	137	7	Unknown	0
DF0001226	111	7	Unknown	0
DF0001210	156	7	Unknown	0
DF0001186	250	7	LTR	0
DF0001091	261	7	Unknown	0
DF0001087	371	7	Unknown	0
DF0000733	318	7	DNA/Merlin	0
DF0000593	1189	7	LTR/Gypsy	0
rnd-6_family-2734	400	6	LTR/ERV1	0
rnd-6_family-2008	395	6	LINE/L1	0
rnd-6_family-1243	237	6	DNA/hAT-Charlie	0
rnd-1_family-324	77	6	SINE/5S	0
rnd-1_family-257	146	6	LTR/ERVK	0
rnd-1_family-236	173	6	LINE/L1	0
rnd-1_family-198	111	6	LTR/ERVK	0
rnd-1_family-188	193	6	LINE/L1	0
DR0187887	1597	6	Unknown	1
DF0001232	165	6	Unknown	0
DF0001207	84	6	DNA/hAT-Charlie	0
DF0001166	197	6	Unknown	0
DF0001092	430	6	Unknown	0
DF0000729	104	6	DNA/PIF-Harbinger	0
rnd-1_family-46	52	5	SINE/tRNA	0
rnd-1_family-333	79	5	LINE/L1	0
rnd-1_family-279	273	5	LTR/ERVK	0
rnd-1_family-252	231	5	LTR/ERVK	0
DR0187975	452	5	Unknown	0
DR0187909	469	5	LTR/ERV1	0
DF0001266	636	5	LTR	0
DF0001190	522	5	LTR	0
DF0000829	331	5	DNA/TcMar-Tigger	0
rnd-6_family-343	155	4	LTR/ERV1	0
rnd-6_family-3105	306	4	LTR/ERV1	0
rnd-1_family-41	192	4	SINE/tRNA	0
rnd-1_family-377	115	4	Unknown	0
rnd-1_family-292	337	4	LTR/ERVK	0
rnd-1_family-289	224	4	LTR/ERVK	0
rnd-1_family-22	178	4	SINE/tRNA	0
DR0187765	502	4	LTR/ERV1	0
DF0001263	289	4	Unknown	0
DF0001177	1552	4	LINE/RTE-BovB	1
DF0001175	486	4	DNA/hAT	0
DF0001116	185	4	LINE/CR1	0
DF0000921	5023	4	LTR/ERVL	4
rnd-1_family-48	79	3	SINE/tRNA	0
rnd-1_family-374	250	3	LTR/ERVK	0
rnd-1_family-370	139	3	LINE/L1	0
rnd-1_family-367	110	3	LINE/L1	0
rnd-1_family-346	108	3	LTR/ERVK	0
rnd-1_family-217	157	3	LTR/ERVK	0
DR0188043	454	3	LTR/ERV1	0
DR0187988	3898	3	LTR/ERV1	4
DR0187926	228	3	SINE/B4	0
DR0187908	2041	3	LTR/ERVL	2
DR0187751	467	3	LTR/ERV1	0
rnd-5_family-525	221	2	LINE/L1	0
rnd-1_family-376	107	2	LTR/ERV1	0
rnd-1_family-36	104	2	SINE/tRNA	0
rnd-1_family-340	372	2	LTR/ERVL	0
rnd-1_family-270	203	2	Unknown	0
rnd-1_family-244	86	2	LINE/L1	0
rnd-1_family-241	104	2	LINE/L1	0
rnd-1_family-175	141	2	LTR/ERVK	0
DR0188080	921	2	LTR/ERV1	0
DR0187961	222	2	Unknown	0
DR0187906	687	2	LTR/ERV1	0
DR0187796	344	2	Unknown	0
DR0187790	1084	2	Unknown	0
DR0187771	673	2	Unknown	0
DR0187760	224	2	Unknown	0
DF0006273	5492	2	LTR/DIRS	3
DF0001328	1461	2	LINE/CR1	0
DF0001327	3277	2	LINE/CR1	2
DF0001204	152	2	Unknown	0
DF0001195	132	2	Unknown	0
DF0000527	539	2	LTR/ERV1	0
DF0000137	193	2	DNA	0
rnd-6_family-5199	403	1	LTR/ERVK	0
rnd-1_family-55	57	1	SINE/tRNA	0
rnd-1_family-52	53	1	SINE/tRNA	0
rnd-1_family-354	130	1	LTR/ERVK	0
rnd-1_family-352	65	1	Unknown	0
rnd-1_family-327	74	1	DNA/hAT-Charlie	0
rnd-1_family-296	77	1	LINE/L1	0
rnd-1_family-293	138	1	LTR/ERVK	0
rnd-1_family-266	94	1	LTR/ERVK	0
rnd-1_family-261	138	1	LTR/ERVK	0
rnd-1_family-226	100	1	LTR/ERVK	0
rnd-1_family-213	282	1	LTR/ERVK	0
rnd-1_family-209	127	1	LINE/L1	0
rnd-1_family-202	62	1	LINE/L1	0
DR0188086	2853	1	DNA/hAT-Blackjack	1
DR0188068	181	1	DNA/hAT-Tip100	0
DR0188055	302	1	LTR/ERV1	0
DR0188003	772	1	LTR/ERV1	0
DR0187940	194	1	Unknown	0
DR0187884	595	1	LTR/ERV1	0
DR0187865	420	1	LTR/ERVL	0
DF0001334	1235	1	LINE/L2	0
DF0000961	431	1	LTR/ERV1	0
DF0000579	546	1	LTR/ERV1	0
DF0000554	679	1	LTR/ERV1	0
